bug_id,"product","component","assigned_to","bug_status","resolution","short_desc","changeddate"
8531,"JDT","Core","philippe_mulet","RESOLVED","FIXED","VerifyError in code containing assertions","2002-02-11 04:52:25"
8697,"JDT","Core","philippe_mulet","RESOLVED","FIXED","2 compiler bugs: the operator unkown operator is undefined and  defined in an inherited type and an enclosing scope","2002-01-31 05:41:22"
8758,"JDT","Core","philippe_mulet","RESOLVED","FIXED","null pointer exception in eclipse core while compiling Java code","2002-02-12 06:20:09"
8773,"JDT","Core","philippe_mulet","RESOLVED","FIXED","VerifyError : A .class file exported from VAJ does not run in JDK 1.2.2 (1GPPET0)","2002-02-11 04:52:21"
8812,"JDT","Core","philippe_mulet","RESOLVED","FIXED","Changing export state not propagated","2002-02-01 13:08:01"
8832,"JDT","Core","philippe_mulet","RESOLVED","FIXED","Sanity check error (internal error) when unused variables inside initializers","2002-08-20 18:49:15"
9101,"JDT","Core","philippe_mulet","RESOLVED","FIXED","Parse error while typing in Java editor","2002-02-07 12:42:08"
9223,"JDT","Core","philippe_mulet","RESOLVED","FIXED","CodeAssist failure in inner type from class file.","2002-02-11 05:59:16"
9395,"JDT","Core","philippe_mulet","RESOLVED","FIXED","ClassCastException during build","2002-02-12 06:13:56"
9398,"JDT","Core","philippe_mulet","RESOLVED","FIXED","Compiler error with double array","2002-02-12 06:13:29"
9813,"JDT","Core","philippe_mulet","RESOLVED","FIXED","VerifyError with Inner Class having private constructor","2002-02-19 07:51:32"
9985,"JDT","Core","philippe_mulet","RESOLVED","FIXED","Built in compiler will sometimes not allow Object method calls on Interfaces","2003-02-17 08:19:25"
10008,"JDT","Core","philippe_mulet","RESOLVED","FIXED","Internal compiler error when compiling switch statement","2002-02-21 01:22:22"
10466,"JDT","Core","philippe_mulet","RESOLVED","FIXED","""Cannot reference a field before it is defined"" - compiler bug?","2002-03-01 04:34:17"
10616,"JDT","Core","philippe_mulet","RESOLVED","FIXED","StringIndexOutOfBoundsException opening type selection dialog","2002-03-12 12:03:06"
13395,"JDT","Core","philippe_mulet","RESOLVED","FIXED","loading swt+examples with auto-build on causes deadlock (or takes a very long time)","2002-06-05 10:00:13"
13957,"JDT","Core","philippe_mulet","RESOLVED","FIXED","LaunchingPlugin specification of resourceCopyExclusionFilter","2002-05-03 11:23:11"
14965,"JDT","Core","philippe_mulet","RESOLVED","FIXED","Search results in .class files don't select reference","2002-05-14 13:23:04"
15448,"JDT","Core","philippe_mulet","RESOLVED","FIXED","i keep loosing preferences","2002-05-10 18:29:42"
16017,"JDT","Core","philippe_mulet","RESOLVED","FIXED","JavaBuilder reports  build failures on dependencies onto internal JARs","2002-05-15 06:25:56"
16021,"JDT","Core","philippe_mulet","RESOLVED","FIXED","Infinite loop in JavaCore.isReferencedBy(...)","2002-05-15 07:32:03"
26865,"JDT","UI","Rory_Lucyshyn-Wright","RESOLVED","FIXED","Import problem in InlineConstantRefactoring","2002-11-21 13:10:24"
558344,"JDT","Debug","sarika.sinha","RESOLVED","FIXED","[14] Records support in debug","2020-03-15 22:39:06"
481796,"JDT","Core","sxenos","RESOLVED","FIXED","[newindex] Proposal for a faster JDT index","2018-02-06 09:19:31"
512741,"JDT","Core","sxenos","RESOLVED","FIXED","[newindex] Reduce writes during indexing using a new FieldList type","2017-04-27 03:10:59"
11338,"JDT","UI","unknown","RESOLVED","FIXED","NPE in JavadocTreeWizardPage trying run javadoc on xml file","2005-01-18 16:45:41"
11790,"JDT","UI","unknown","RESOLVED","FIXED","javadoc wizard: NPE when editing stylesheet field","2005-01-18 16:45:41"
12537,"JDT","UI","unknown","RESOLVED","FIXED","Javadoc wizard: Problems with default package","2005-01-18 16:45:41"
13161,"JDT","UI","unknown","RESOLVED","FIXED","Javadoc wizard: Message on Export wizard page not conforming to others","2005-01-18 16:45:41"
13199,"JDT","UI","unknown","RESOLVED","FIXED","JavaDoc: initial selection in JavaDoc wizard is wrong","2005-01-18 16:45:41"
27264,"JDT","UI","unknown","RESOLVED","FIXED","opening/closing java files in presence of hiearchical package explorer is slow","2005-01-18 16:45:41"
4036,"JDT","UI","akiezun","RESOLVED","FIXED","Suggestions for Externalize Strings tool (1GGRBYA)","2002-01-25 09:08:06"
4186,"JDT","UI","akiezun","RESOLVED","FIXED","refactoring: missing mnemonic in packages view (1GJW2WK)","2002-02-28 09:08:04"
4912,"JDT","UI","akiezun","RESOLVED","FIXED","Copy in Packages View - can not copy to top level package folder","2001-10-12 04:00:06"
5606,"JDT","UI","akiezun","RESOLVED","FIXED","Make REfactoring actions working copy aware","2002-01-29 07:21:23"
5766,"JDT","UI","akiezun","RESOLVED","FIXED","Update refs in String/Java Doc should be off by default","2001-11-14 08:59:36"
5772,"JDT","UI","akiezun","RESOLVED","FIXED","Java delete should update build path","2001-11-14 12:08:11"
5915,"JDT","UI","akiezun","RESOLVED","FIXED","Renaming a resource brings up Java rename refactoring","2001-12-19 06:36:31"
6305,"JDT","UI","akiezun","RESOLVED","FIXED","text reorg operations in outliner/package view/hierarchy are not dnd enabled","2002-04-16 13:06:38"
6457,"JDT","UI","akiezun","RESOLVED","FIXED","Rename project changes project location","2002-01-25 15:45:41"
6722,"JDT","UI","akiezun","RESOLVED","FIXED","JavaElementLabelProvider API - small issue","2001-12-10 10:07:59"
7055,"JDT","UI","akiezun","RESOLVED","FIXED","Move CU missed a reference","2002-01-16 06:22:46"
7138,"JDT","UI","akiezun","RESOLVED","FIXED","rename parameters: 'enter' should equal 'finish'","2002-01-25 05:20:37"
7206,"JDT","UI","akiezun","RESOLVED","FIXED","rename method parameters panel needs work","2002-01-15 07:35:40"
7668,"JDT","UI","akiezun","RESOLVED","FIXED","Pull up method is extremly slow","2002-01-16 12:41:12"
7835,"JDT","UI","akiezun","RESOLVED","FIXED","Inline Local Varaible shows wizard for error reporting","2002-01-25 10:00:28"
8116,"JDT","UI","akiezun","RESOLVED","FIXED","Extract Local Variable: unnecessary semicolon added","2002-01-25 12:31:50"
8223,"JDT","UI","akiezun","RESOLVED","FIXED","Pull Up: Empty node in preview page","2002-01-25 12:15:44"
8316,"JDT","UI","akiezun","RESOLVED","FIXED","""Find Strings to Externalize"" missing mnemonic","2002-01-25 09:21:40"
8357,"JDT","UI","akiezun","RESOLVED","FIXED","Pull Up: should remove final from field","2002-03-13 11:47:24"
8662,"JDT","UI","akiezun","RESOLVED","FIXED","refactoring and read-only files","2002-04-11 08:24:52"
8700,"JDT","UI","akiezun","RESOLVED","FIXED","Deleting out of sync file reports ""unexpected exception"" and writes log","2002-05-02 05:41:58"
8731,"JDT","UI","akiezun","RESOLVED","FIXED","Modify method parameters: unclear error message when renaming a paramter","2002-03-28 11:10:32"
8894,"JDT","UI","akiezun","RESOLVED","FIXED","Extract local variable","2002-02-01 09:24:01"
9361,"JDT","UI","akiezun","RESOLVED","FIXED","Externalize Strings: bad formatting of generated code","2002-08-20 09:27:41"
9905,"JDT","UI","akiezun","RESOLVED","FIXED","extract temp: incorrect declaration placement","2002-03-22 09:41:52"
10089,"JDT","UI","akiezun","RESOLVED","FIXED","Structured selection key shortcuts should use SHIFT key","2002-04-08 08:08:21"
10168,"JDT","UI","akiezun","RESOLVED","FIXED","NPE in externalize strings dialog","2002-03-26 05:39:36"
10170,"JDT","UI","akiezun","RESOLVED","FIXED","Externalize strings doesn't insert CR into properties file","2002-03-12 12:59:43"
10339,"JDT","UI","akiezun","RESOLVED","FIXED","Refactoring: Pull up should have ""select/deselect all"" options","2002-03-12 09:53:07"
10669,"JDT","UI","akiezun","RESOLVED","FIXED","Refactoring: renaming interface methods without visibility qualifier","2002-03-13 08:42:05"
10751,"JDT","UI","akiezun","RESOLVED","FIXED","inline local variable with cast results in compile time error","2002-03-05 09:36:37"
10795,"JDT","UI","akiezun","RESOLVED","FIXED","no progress or busy cursor opening refactor dialog","2002-03-07 12:43:09"
11177,"JDT","UI","akiezun","RESOLVED","FIXED","externalize strings- incorrect second page size","2002-03-13 05:34:01"
11537,"JDT","UI","akiezun","RESOLVED","FIXED","Refactoring - extract local adds incorrect import","2002-03-19 05:59:50"
11699,"JDT","UI","akiezun","RESOLVED","FIXED","Problems with Java Preference Page","2002-05-13 11:24:32"
11763,"JDT","UI","akiezun","RESOLVED","FIXED","Renaming a project automatically updates the build class paths","2002-03-21 10:19:24"
11779,"JDT","UI","akiezun","RESOLVED","FIXED","clipboard based copying of java P","2002-04-24 06:40:47"
11783,"JDT","UI","akiezun","RESOLVED","FIXED","clipboard based copying of java resources - inconsistent menu and context menu","2002-04-24 06:41:37"
11786,"JDT","UI","akiezun","RESOLVED","FIXED","clipboard based copying of java resources - bad copy of package name","2002-03-22 08:01:13"
11789,"JDT","UI","akiezun","RESOLVED","FIXED","clipboard based copying of java resources - inconsistent paste targets","2002-04-02 09:23:43"
11902,"JDT","UI","akiezun","RESOLVED","FIXED","Delete key does nothing on default package","2002-04-24 07:01:10"
12096,"JDT","UI","akiezun","RESOLVED","FIXED","Extract local variable show preview of type and name","2002-03-22 06:50:05"
12146,"JDT","UI","akiezun","RESOLVED","FIXED","Deleting a source element should warn user","2002-03-25 06:50:25"
12153,"JDT","UI","akiezun","RESOLVED","FIXED","Copy/Paste doesn't work as expected in Java Browsing prespective","2002-03-27 12:03:47"
12210,"JDT","UI","akiezun","RESOLVED","FIXED","rename temp: does not work on empty selection","2002-03-25 11:05:47"
12212,"JDT","UI","akiezun","RESOLVED","FIXED","inline temp: does not work on empty selection","2002-03-25 11:05:20"
12576,"JDT","UI","akiezun","RESOLVED","FIXED","Pull-up should suggest to delete pulled up method by default","2002-05-08 08:17:09"
12611,"JDT","UI","akiezun","RESOLVED","FIXED","'move..' is always disabled in the outline context menu","2002-04-15 12:46:30"
12884,"JDT","UI","akiezun","RESOLVED","FIXED","find strings to externalize - should be cancelable","2002-04-12 05:06:36"
13056,"JDT","UI","akiezun","RESOLVED","FIXED","can't delete 2 identical methods","2002-04-12 05:09:53"
13061,"JDT","UI","akiezun","RESOLVED","FIXED","extract local variable: incorrect on a type name in a constructor call","2002-04-16 10:03:16"
13068,"JDT","UI","akiezun","RESOLVED","FIXED","Move refactoring enabled for non-static methods","2002-04-16 10:03:38"
13081,"JDT","UI","akiezun","RESOLVED","FIXED","Bad progress reporting in Rename Type Refactoring","2002-04-16 10:03:51"
13249,"JDT","UI","akiezun","RESOLVED","FIXED","extract local variable: incorrect on 'throw new Exception' (corner case)","2002-04-16 10:04:11"
13884,"JDT","UI","akiezun","RESOLVED","FIXED","NLS tool - not optimized for self hosting [refactoring]","2003-05-05 10:14:57"
13978,"JDT","UI","akiezun","RESOLVED","FIXED","call dispose() on Clipboards","2002-04-24 09:00:08"
14135,"JDT","UI","akiezun","RESOLVED","FIXED","Renaming a CU->have to enter .java","2002-04-25 12:03:36"
14530,"JDT","UI","akiezun","RESOLVED","FIXED","should merge NLS images into java plugin images","2002-04-25 06:18:36"
14537,"JDT","UI","akiezun","RESOLVED","FIXED","Qualify refactoring Move and Rename actions","2002-04-24 13:06:08"
15106,"JDT","UI","akiezun","RESOLVED","FIXED","Drag&drop should also work in type hierarchy view","2002-05-03 07:02:16"
15188,"JDT","UI","akiezun","RESOLVED","FIXED","Persist ""update references"" refactoring preference","2002-05-06 06:52:41"
15196,"JDT","UI","akiezun","RESOLVED","FIXED","extract local variable: incorrectly not allowed","2002-05-07 05:46:52"
15502,"JDT","UI","akiezun","RESOLVED","FIXED","dnd to type hierachy should just set input","2002-05-08 07:03:14"
15663,"JDT","UI","akiezun","RESOLVED","FIXED","Externalize Strings dialog missing mnemonics","2002-05-22 11:43:34"
15782,"JDT","UI","akiezun","RESOLVED","FIXED","Pull up method wizard description","2002-05-22 11:10:50"
15936,"JDT","UI","akiezun","RESOLVED","FIXED","delete methods deletes too much (indent messing)","2002-05-22 09:15:59"
16075,"JDT","UI","akiezun","RESOLVED","FIXED","Strange Cut/Copy and Paste behavior","2002-05-22 06:03:48"
16271,"JDT","UI","akiezun","RESOLVED","FIXED","copy action must talk to paste action","2002-05-21 08:23:18"
16418,"JDT","UI","akiezun","RESOLVED","FIXED","Find Strings to Externalize Dialog tweaks","2002-05-26 14:47:20"
18438,"JDT","UI","akiezun","RESOLVED","FIXED","Pull Up destroys super call to self","2002-06-10 14:31:29"
19996,"JDT","UI","akiezun","RESOLVED","FIXED","rename type: no progress reported when changes are performed [refactoring]","2002-10-17 08:51:06"
20297,"JDT","UI","akiezun","RESOLVED","FIXED","TVT2: mnemonic collision in Java editor prefs","2002-06-18 12:15:28"
22446,"JDT","UI","akiezun","RESOLVED","FIXED","Importing folder into itself causes ""infinite"" recursion [ccp]","2002-12-18 09:59:28"
23105,"JDT","UI","akiezun","RESOLVED","FIXED","Bug in extract interface [refactoring]","2002-09-04 08:42:11"
23585,"JDT","UI","akiezun","RESOLVED","FIXED","Reorder parameter refactoring of constructors broken [refactoring]","2002-10-17 08:45:04"
23652,"JDT","UI","akiezun","RESOLVED","FIXED","Refactor Move doesn't handle inner classes correctly [refactoring]","2002-10-17 08:46:15"
23685,"JDT","UI","akiezun","RESOLVED","FIXED","nls wizards: unconventional name for Messages should not be an error","2002-10-17 08:46:32"
23705,"JDT","UI","akiezun","RESOLVED","FIXED","extract interface: incorrect interface created when extracted methods use the extracted interface","2002-10-17 14:35:04"
23953,"JDT","UI","akiezun","RESOLVED","FIXED","Compile errors after Extract Interface [refactoring]","2002-09-23 12:24:07"
24278,"JDT","UI","akiezun","RESOLVED","FIXED","use super type: problems with arrays","2002-10-17 09:09:36"
24790,"JDT","UI","akiezun","RESOLVED","FIXED","NPE when starting rename refactoring [refactoring]","2002-10-17 08:46:55"
25125,"JDT","UI","akiezun","RESOLVED","FIXED","Extract Interface: Created Interface not like other generated classes","2003-02-13 10:20:16"
26231,"JDT","UI","akiezun","RESOLVED","FIXED","Editor on method must be opened in order to delete it from the Members context menu. [refactoring]","2002-11-18 09:14:33"
26382,"JDT","UI","akiezun","RESOLVED","FIXED","Exception renaming source folder [refactoring]","2002-11-18 09:21:14"
26417,"JDT","UI","akiezun","RESOLVED","FIXED","Extract interface should support to extract static final fields","2002-11-20 11:03:03"
27038,"JDT","UI","akiezun","RESOLVED","FIXED","Refactor: extract interface with ""Change references to the class ...""","2002-11-26 09:58:56"
27080,"JDT","UI","akiezun","RESOLVED","FIXED","Unecessary imports added with Refactor->Pull up on field.","2005-01-18 16:44:37"
27097,"JDT","UI","akiezun","RESOLVED","FIXED","IJavaElement.exists probably too expensive to call on selection changes","2002-11-29 08:14:24"
27098,"JDT","UI","akiezun","RESOLVED","FIXED","Refactoring: Moving multiple static arrays broke references to array.length [refactoring]","2002-11-26 11:52:11"
27920,"JDT","UI","akiezun","RESOLVED","FIXED","Assertion failure with 'Refactor Rename' of private field [refactzoring]","2003-01-06 08:38:11"
28457,"JDT","UI","akiezun","RESOLVED","FIXED","UI for refactoring 'pull up...' must be [a bit] larger [refactoring]","2005-01-18 16:44:37"
29711,"JDT","UI","akiezun","RESOLVED","FIXED","Move refactoring doesn't honor read-only flags","2003-02-04 11:12:54"
30304,"JDT","UI","akiezun","RESOLVED","FIXED","Stack trace in Refactor -> Extract Local variable... [refactoring]","2003-01-28 04:29:09"
30724,"JDT","UI","akiezun","RESOLVED","FIXED","Modify parameters: order of buttons [refactoring]","2003-02-03 05:17:10"
30906,"JDT","UI","akiezun","RESOLVED","FIXED","Field rename did not enable fix up of getter","2003-02-12 08:43:59"
30940,"JDT","UI","akiezun","RESOLVED","FIXED","Convert nest to top level doesn't honor organize import settings [refactoring]","2003-02-13 06:55:07"
31124,"JDT","UI","akiezun","RESOLVED","FIXED","DnD Cu from Java project to simple project result  in exception","2003-02-11 06:42:05"
31265,"JDT","UI","akiezun","RESOLVED","FIXED","Move Static Members: Dialog has focus not set","2003-02-12 09:23:30"
31281,"JDT","UI","akiezun","RESOLVED","FIXED","Push down refactoring: Dialog details + exception","2003-02-11 10:43:56"
31284,"JDT","UI","akiezun","RESOLVED","FIXED","Push down refactoring: Exception when pressing 'preview' the second time","2003-02-12 08:09:12"
31285,"JDT","UI","akiezun","RESOLVED","FIXED","renaming of source folder leaves ""Missing source folder <new folder name>"" marker","2003-02-11 06:12:15"
31291,"JDT","UI","akiezun","RESOLVED","FIXED","rename of read-only package doesn't ask for confirmation on 'OK'","2003-02-11 11:02:45"
31296,"JDT","UI","akiezun","RESOLVED","FIXED","rename of package containing read-only java file","2003-02-11 11:46:15"
31298,"JDT","UI","akiezun","RESOLVED","FIXED","move of read-only java file gives error dialog after confirmation","2003-02-12 12:16:37"
31302,"JDT","UI","akiezun","RESOLVED","FIXED","Push Down activation issues","2003-02-18 09:59:09"
31601,"JDT","UI","akiezun","RESOLVED","FIXED","JME when changing method signature","2003-02-12 05:23:45"
31645,"JDT","UI","akiezun","RESOLVED","FIXED","Checking off a method/field in the refactoring wizard navigates list to top","2003-03-03 08:46:37"
32138,"JDT","UI","akiezun","RESOLVED","FIXED","Performance problem while deleting lots of fields from the outliner","2003-02-19 11:43:55"
32626,"JDT","UI","akiezun","RESOLVED","FIXED","[refactor] extract interface causing exception","2003-03-04 07:31:05"
32896,"JDT","UI","akiezun","RESOLVED","FIXED","[refactoring] Pull up, Push down text selection not properly handled","2003-03-04 12:02:00"
32972,"JDT","UI","akiezun","RESOLVED","FIXED","Convert Local to Field: text input field doesn't have focus","2003-03-03 13:24:12"
33013,"JDT","UI","akiezun","RESOLVED","FIXED","Code Generation prefs not used by Convert nested type to top level...","2003-03-04 09:43:35"
33015,"JDT","UI","akiezun","RESOLVED","FIXED","Convert to toplevel type does not use code templates","2003-03-04 05:50:02"
33042,"JDT","UI","akiezun","RESOLVED","FIXED","Convert local var to field does not use names from code generation preferences","2003-03-04 13:13:24"
33065,"JDT","UI","akiezun","RESOLVED","FIXED","Change method signature: mnemonic conflict","2003-03-03 13:15:25"
33071,"JDT","UI","akiezun","RESOLVED","FIXED","Prompt for new name should prefix with ""Copy of""[ccp]","2003-07-08 06:22:02"
33251,"JDT","UI","akiezun","RESOLVED","FIXED","Pull Up reports error even though there is none","2003-03-03 13:05:46"
33258,"JDT","UI","akiezun","RESOLVED","FIXED","Push Down needs busy cursor","2003-03-03 12:38:16"
33300,"JDT","UI","akiezun","RESOLVED","FIXED","Package Explorer->Refactor->Move does not allow non-Java projects as destination","2003-03-03 14:41:14"
33364,"JDT","UI","akiezun","RESOLVED","FIXED","Move static method dialog. Error message too long.","2003-03-03 12:01:45"
33473,"JDT","UI","akiezun","RESOLVED","FIXED","[Refactoring] ""Change method signature"" changes more than one method","2003-03-04 14:47:24"
33755,"JDT","UI","akiezun","RESOLVED","FIXED","add to build path/remove from build path actions enabled on empty workspace","2003-03-04 12:31:48"
34231,"JDT","UI","akiezun","RESOLVED","FIXED","Cannot refactor method sig from String to String[] [refactoring]","2003-07-21 07:09:04"
34473,"JDT","UI","akiezun","RESOLVED","FIXED","Copy file to linked folder","2003-03-18 10:08:28"
35634,"JDT","UI","akiezun","RESOLVED","FIXED","Refactorings and memory consumption[refactoring]","2003-05-05 10:48:11"
36485,"JDT","UI","akiezun","RESOLVED","FIXED","call hierarchy: location of menu entry","2003-04-24 03:46:07"
36486,"JDT","UI","akiezun","RESOLVED","FIXED","call hierarchy: should use adapters","2003-04-17 05:02:15"
36488,"JDT","UI","akiezun","RESOLVED","FIXED","call hierarchy: needs full NLS","2003-04-16 07:49:19"
36489,"JDT","UI","akiezun","RESOLVED","FIXED","call hierarchy: help context ids","2003-04-17 03:54:30"
36492,"JDT","UI","akiezun","RESOLVED","FIXED","call hierarchy: recursion should be indicated by a decoration","2003-04-24 02:50:04"
36494,"JDT","UI","akiezun","RESOLVED","FIXED","call hierarchy: decorations to indicate direction","2003-04-24 03:13:29"
36511,"JDT","UI","akiezun","RESOLVED","FIXED","call hierarchy: details list should be a table with icons","2003-04-16 08:25:10"
36514,"JDT","UI","akiezun","RESOLVED","FIXED","call hierarchy: should remove 'search ... using ..' preferences","2003-04-22 11:37:24"
36515,"JDT","UI","akiezun","RESOLVED","FIXED","call hierarchy: move the depth preference to the view and remove the pref page","2003-04-22 11:37:49"
36558,"JDT","UI","akiezun","RESOLVED","FIXED","call hierarchy: filters dialog, ui glitches","2003-04-24 03:12:52"
36578,"JDT","UI","akiezun","RESOLVED","FIXED","call hierarchy: Needs more test cases","2003-05-09 08:44:22"
37286,"JDT","UI","akiezun","RESOLVED","FIXED","SourceReferenceAction.isDeletedFromEditor fails on initializer from class file [ccp] [dnd]","2003-05-07 09:35:24"
37927,"JDT","UI","akiezun","RESOLVED","FIXED","New Delete Action improvements [ccp]","2003-05-27 09:32:45"
38139,"JDT","UI","akiezun","RESOLVED","FIXED","Change method signature and rename doesn't handle overloaded methods","2003-08-19 14:37:11"
38797,"JDT","UI","akiezun","RESOLVED","FIXED","problems refactoring static members [refactoring]","2003-08-14 07:14:34"
39008,"JDT","UI","akiezun","RESOLVED","FIXED","[refactoring] change method signature annoying defaults","2003-08-11 13:09:18"
39642,"JDT","UI","akiezun","RESOLVED","FIXED","TextChangeManager should not setKeepExecutedTextEdits(true) on all changes [refactoring]","2003-08-13 14:24:08"
39946,"JDT","UI","akiezun","RESOLVED","FIXED","implement 'cut' for source elements","2003-08-19 12:58:23"
39991,"JDT","UI","akiezun","RESOLVED","FIXED","NLS new refactoring and reorg code [refactoring] [ccp] [dnd]","2003-08-13 09:57:26"
40095,"JDT","UI","akiezun","RESOLVED","FIXED","subclass Clipboard for testing purposes","2003-07-21 12:03:42"
40399,"JDT","UI","akiezun","RESOLVED","FIXED","Move on type does not accept a move target","2003-08-14 11:42:07"
40402,"JDT","UI","akiezun","RESOLVED","FIXED","NPE on paste","2003-08-27 09:00:08"
40452,"JDT","UI","akiezun","RESOLVED","FIXED","refactor rename throws StringIndexOutOfBounds exception","2003-08-11 10:10:02"
40563,"JDT","UI","akiezun","RESOLVED","FIXED","extract interface logging JME [refactoring]","2003-08-11 10:06:56"
40706,"JDT","UI","akiezun","RESOLVED","FIXED","Error in the log & error dialog [refactoring] [ccp]","2003-08-11 10:38:25"
40767,"JDT","UI","akiezun","RESOLVED","FIXED","refactor rename method failure [refactoring]","2003-08-21 14:04:42"
41348,"JDT","UI","akiezun","RESOLVED","FIXED","NPE from refactoring during shutdown","2003-08-13 09:23:29"
41379,"JDT","UI","akiezun","RESOLVED","FIXED","Move: message ""The selected element cannot be the destination of this move operation."" to generic","2003-08-12 14:24:54"
41686,"JDT","UI","akiezun","RESOLVED","FIXED","Code corrupted on field's deletion","2003-08-19 11:36:21"
41727,"JDT","UI","akiezun","RESOLVED","FIXED","paste after cut pastes too many empty lines","2003-08-20 10:21:54"
5209,"JDT","UI","andre_weinand","RESOLVED","FIXED","Replace from local history: BadLocationException","2001-12-14 13:11:05"
5723,"JDT","UI","andre_weinand","RESOLVED","FIXED","Apply Patch dialog has no radio selection","2001-11-12 05:23:25"
5917,"JDT","UI","andre_weinand","RESOLVED","FIXED","In package viewer Add from Local History isn't enabled for CUs","2001-12-13 11:55:12"
6177,"JDT","UI","andre_weinand","RESOLVED","FIXED","Double click action dangerous in 'Restore from Local History'","2002-01-18 13:06:28"
6828,"JDT","UI","andre_weinand","RESOLVED","FIXED","Support with replace with previous","2002-01-08 10:15:47"
8574,"JDT","UI","andre_weinand","RESOLVED","FIXED","Not structure compare in compare with local history","2002-01-29 09:29:28"
9575,"JDT","UI","andre_weinand","RESOLVED","FIXED","[Java Browsing] NPE after having deleted an element","2002-02-14 06:08:39"
11818,"JDT","UI","andre_weinand","RESOLVED","FIXED","compare with patch  error dialog too scary and not informative","2002-04-11 04:26:52"
28685,"JDT","UI","andre_weinand","RESOLVED","FIXED","Hovers intefere with MacOS X context menu","2003-02-07 06:55:40"
28771,"JDT","Core","andre_weinand","RESOLVED","FIXED","[Refactoring] Inline Local Variable not possible on MacOS X","2002-12-23 08:56:47"
30206,"JDT","UI","andre_weinand","RESOLVED","FIXED","[Contributions] Duplicate menu items [misc]","2003-02-17 04:52:44"
49802,"JDT","UI","andre_weinand","RESOLVED","FIXED","comparing with local history leaks an Image","2004-01-12 06:17:06"
52911,"JDT","UI","andre_weinand","RESOLVED","FIXED","AppBundleExporter: generates incorrect tag in Info.plist for arguments","2004-02-24 05:07:13"
56885,"JDT","UI","andre_weinand","RESOLVED","FIXED","problematic use of platform encoding in CompareResultDialog.CompareElement [JUnit]","2004-04-01 17:14:06"
57131,"JDT","UI","andre_weinand","RESOLVED","FIXED","Remove references to AST#parseCompilationUnit from java.compare","2004-04-01 17:07:25"
208066,"JDT","Text","benno.baumgartner","RESOLVED","FIXED","[save actions] Format edited lines on save takes ages with many changed lines","2011-05-20 01:34:43"
211268,"JDT","Text","benno.baumgartner","RESOLVED","FIXED","[templates] SWT templates should use ${X:newType(...)} for used types","2007-12-11 03:25:49"
216167,"JDT","Text","benno.baumgartner","RESOLVED","FIXED","[performance][breadcrumb] Java editor leak after closing editor when in breadcrumb","2008-02-18 08:14:43"
219612,"JDT","Text","benno.baumgartner","RESOLVED","FIXED","[hovering] Need artwork for new rich problem hover","2008-04-22 03:06:03"
223904,"JDT","Text","benno.baumgartner","RESOLVED","FIXED","[breadcrumb] Black triangle in breadcrumb icon is too large/heavy","2008-04-23 04:36:00"
223938,"JDT","Text","benno.baumgartner","RESOLVED","FIXED","[breadcrumb] remove vertical line between entries?","2008-04-22 12:03:53"
223947,"JDT","Text","benno.baumgartner","RESOLVED","FIXED","[breadcrumb] Breadcrumb line and drop down don't look like they belong together","2008-04-22 12:12:32"
227098,"JDT","Text","benno.baumgartner","RESOLVED","FIXED","[formatting][performance] Adopt new code formatter that now formats Javadoc","2008-09-22 11:00:32"
45465,"JDT","Text","christof_marti","RESOLVED","FIXED","[formatting] New Formatter does not respect non javadoc @tags lines","2004-07-05 04:51:39"
46341,"JDT","Text","christof_marti","RESOLVED","FIXED","[formatting][implementation] comment line length not correctly applied","2004-03-10 06:49:05"
47727,"JDT","Text","christof_marti","RESOLVED","FIXED","[misc] Reverting ends up with invalid selection","2004-05-25 09:13:01"
48950,"JDT","Text","christof_marti","RESOLVED","FIXED","[formatting] Comment formatter: Header detection error prone","2004-04-02 02:50:19"
49187,"JDT","Text","christof_marti","RESOLVED","FIXED","[formatting] ""Blank lines before package"" not working anymore","2004-02-13 10:05:36"
51451,"JDT","Text","christof_marti","RESOLVED","FIXED","[formatting] unstable comment formatting","2004-02-13 10:08:50"
58098,"JDT","Text","christof_marti","RESOLVED","FIXED","Smart cursor positioning in java names don't work for CONSTANT_NAMES","2004-06-16 03:14:38"
3770,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","Java Preference page needs better grouping (1GERREW)","2001-11-13 08:34:16"
5819,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","Code formatter doesn't work well with else if on next line","2002-01-29 05:34:01"
5832,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","Template Pref page: Edit: Copy/paste context menu","2001-11-13 10:58:21"
5873,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","Open Type Dialog doesn't behave as expected for former VAJ users","2002-01-16 11:18:36"
6147,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","Templates don't work in ""Show source of selected element only"" mode","2001-11-21 05:14:55"
6277,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","Shift Left/Right use CTRL+I","2002-01-15 05:04:40"
6379,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","StatusLine 'Writeable' is not readable","2002-01-15 05:03:08"
6412,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","API Request - Package selection dialog including pre-reqs","2001-11-29 09:38:13"
9209,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","Open Type Dialog is too slow","2002-03-22 11:27:24"
