bug_id,"product","component","assigned_to","bug_status","resolution","short_desc","changeddate"
9623,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","template pref page: some variable descriptions contain incorrect info","2002-03-08 11:04:51"
9909,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","template: toarray - using ${type} is wrong","2002-03-11 08:34:27"
10553,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","Workbench->Preferences->Java->Editor->Colors bugs","2002-03-20 10:41:06"
10692,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","Templates - JavaDoc should not be default type","2002-03-08 04:16:18"
10887,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","Default class comment has wrong date","2002-03-08 04:27:42"
11815,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","replace replaces only 2 strings","2002-03-21 11:09:25"
12261,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","Eclipse dies after SWT error","2002-08-22 10:33:36"
12283,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","exception in organize import dialog","2002-04-12 10:52:39"
12911,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","Open Type dialog doesn't always combine types with same name","2002-04-09 09:54:02"
12943,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","typecomment/filecomment support is hidden","2002-04-07 06:34:42"
13151,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","NPE when importing an incorrect xml file.","2005-01-18 16:44:37"
13268,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","Refactoring should honor 'Use spaces for tabs'","2002-05-16 11:00:05"
13507,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","LinkedPositionUI has a reference to SWT.COLOR_RED","2002-04-17 08:28:59"
14943,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","Code Assist does not respect platform line ends","2002-05-16 10:16:59"
15247,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","Class/Interface wizard fails if a ${cursor} variable is in the type or filecomment template","2002-09-02 04:45:32"
15604,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","Promote Fill arguments on method completion to a real preference","2002-05-24 04:57:51"
15887,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","NPE in incremental find","2002-05-14 04:26:23"
15906,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","MultiTypeSelectionDialog ignores ""filter"" setting","2002-05-21 05:35:22"
16071,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","Home doesn't completely cancel incremental search","2002-05-22 06:06:42"
19864,"JDT","Text","Claude_Knaus","RESOLVED","FIXED","Code completion does not filter fully qualified class names","2002-09-20 09:55:00"
20237,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","TVT2: mnemonic not workin in java template prefs","2002-06-18 07:34:05"
20242,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","TVT2: Buttons not resizing in Java prefs (truncation)","2002-06-18 07:34:26"
23316,"JDT","Text","Claude_Knaus","RESOLVED","FIXED","preference to turn off automagic-closing-brackets","2002-09-11 09:11:54"
24746,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","Action's need to handle deleted files in file system more gracefully","2002-12-02 11:47:38"
24963,"JDT","Text","Claude_Knaus","RESOLVED","FIXED","Eating Code assist: Selection wrong after using cursors","2002-11-15 06:44:50"
25434,"JDT","Text","Claude_Knaus","RESOLVED","FIXED","Concurrent ModificationException","2002-11-12 10:16:29"
25700,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","Shift right/undo not restoring properly","2002-11-15 04:50:23"
25870,"JDT","Text","Claude_Knaus","RESOLVED","FIXED","Code assist for comments doesn't add new line character.","2002-11-13 05:34:26"
26026,"JDT","Text","Claude_Knaus","RESOLVED","FIXED","IllegalArgumentException in editor","2002-11-14 09:29:34"
26262,"JDT","Text","Claude_Knaus","RESOLVED","FIXED","link hover - paints 'assert' blue","2002-11-19 11:16:46"
26271,"JDT","Text","Claude_Knaus","RESOLVED","FIXED","Link-Like navigation: Pixel not removed","2002-11-19 10:21:18"
26314,"JDT","Text","Claude_Knaus","RESOLVED","FIXED","Goto Matching Bracket bug with selection","2002-11-19 12:24:46"
26547,"JDT","UI","Claude_Knaus","RESOLVED","FIXED","Automatic closing of strings is not smart enough","2002-11-18 14:00:45"
3537,"JDT","Text","daniel_megert","RESOLVED","FIXED","DCR - no disassemled code for class files (1G8BSH6)","2007-02-19 02:43:04"
5232,"JDT","UI","daniel_megert","RESOLVED","FIXED","Java Search page not initialized correctly from Navigator","2001-10-25 06:32:13"
5853,"JDT","UI","daniel_megert","RESOLVED","FIXED","Jar packager: progress reporting not optimal","2001-12-07 09:55:16"
5868,"JDT","UI","daniel_megert","RESOLVED","FIXED","Define working set does too much work in the UI thread","2001-12-10 09:38:51"
6125,"JDT","UI","daniel_megert","RESOLVED","FIXED","JAR packager reports open files very late","2002-03-26 08:47:07"
6126,"JDT","UI","daniel_megert","RESOLVED","FIXED","JAR package should build before exporting class files","2002-03-19 11:28:57"
6238,"JDT","UI","daniel_megert","RESOLVED","FIXED","jar packager: ide freezes on page flip, no progress shown","2001-12-10 12:01:24"
6682,"JDT","UI","daniel_megert","RESOLVED","FIXED","Search in Hierarchy does not find Declarations in supers","2002-02-08 07:34:56"
6931,"JDT","UI","daniel_megert","RESOLVED","FIXED","working set removed on cancel","2001-12-17 11:44:23"
7919,"JDT","UI","daniel_megert","RESOLVED","FIXED","Search: scope section doesn't apply to Help search","2002-01-25 08:30:06"
8820,"JDT","UI","daniel_megert","RESOLVED","FIXED","F4 doesn't work in Java search results","2002-05-15 13:03:29"
9105,"JDT","UI","daniel_megert","RESOLVED","FIXED","searching across multiple working sets","2002-04-19 11:42:37"
9481,"JDT","UI","daniel_megert","RESOLVED","FIXED","Search result history should preserve selection in view","2002-02-26 03:03:40"
9862,"JDT","UI","daniel_megert","RESOLVED","FIXED","Invalid CU causes Types view to be blank","2002-02-26 09:01:15"
9940,"JDT","UI","daniel_megert","RESOLVED","FIXED","Request: decorators in java browsing views","2002-02-26 09:00:05"
10276,"JDT","UI","daniel_megert","RESOLVED","FIXED","Search dialog has wrong labels","2002-02-28 03:30:10"
11143,"JDT","UI","daniel_megert","RESOLVED","FIXED","Use the workbench provided AddBookMarkAction","2002-03-12 11:56:31"
11220,"JDT","UI","daniel_megert","RESOLVED","FIXED","JAR generation fails by deselecting debug value","2005-02-17 11:07:05"
11317,"JDT","UI","daniel_megert","RESOLVED","FIXED","Won't export some files to .jar.","2002-03-20 12:08:32"
11748,"JDT","UI","daniel_megert","RESOLVED","FIXED","switch to new DecoratorManager API","2002-03-20 10:58:57"
12053,"JDT","UI","daniel_megert","RESOLVED","FIXED","Allow mutli selection for all browsers","2002-03-22 08:57:42"
12349,"JDT","UI","daniel_megert","RESOLVED","FIXED","Java Browsing: Members view for class file does not reveal if opened by search","2002-04-02 04:26:29"
12647,"JDT","UI","daniel_megert","RESOLVED","FIXED","Incorrect Dialog caption","2002-04-05 01:47:34"
12996,"JDT","UI","daniel_megert","RESOLVED","FIXED","open multipage editor causes Invalid thread access when exporting to a jar","2002-10-23 10:06:36"
13187,"JDT","UI","daniel_megert","RESOLVED","FIXED","Workbench working sets not available in search","2002-04-16 11:10:21"
13243,"JDT","UI","daniel_megert","RESOLVED","FIXED","[Browsing] package remains if all types are deleted","2002-10-01 05:34:03"
14093,"JDT","UI","daniel_megert","RESOLVED","FIXED","exception in search results view","2002-04-19 12:10:54"
14120,"JDT","UI","daniel_megert","RESOLVED","FIXED","Main Class problem in JAR export wizard","2002-04-22 05:27:15"
14281,"JDT","UI","daniel_megert","RESOLVED","FIXED","Java search page layout of Limit To","2002-04-22 04:31:59"
14555,"JDT","Text","daniel_megert","RESOLVED","FIXED","[navigation] Outline should not expand member types automatically","2003-07-18 08:17:33"
15684,"JDT","UI","daniel_megert","RESOLVED","FIXED","Invalid Menu Extension on search pages","2016-04-06 16:26:20"
15696,"JDT","UI","daniel_megert","RESOLVED","FIXED","Icons in Java Browsing perspective views should be static","2002-05-22 11:36:07"
15798,"JDT","UI","daniel_megert","RESOLVED","FIXED","JavaBrowsing-Methods view should not offer working set filter","2002-05-22 10:57:19"
15806,"JDT","UI","daniel_megert","RESOLVED","FIXED","JavaBrowsing cannot double click on project to expand","2002-05-22 10:53:29"
15921,"JDT","UI","daniel_megert","RESOLVED","FIXED","Add Working Set icon for Java","2002-05-22 09:23:04"
15932,"JDT","UI","daniel_megert","RESOLVED","FIXED","JavaBrowsers: packages view should not show resource folders","2002-05-22 09:17:32"
16526,"JDT","UI","daniel_megert","RESOLVED","FIXED","Filter dialog uses S mnemonic twice","2002-05-22 04:12:08"
20735,"JDT","UI","daniel_megert","RESOLVED","FIXED","Java Search: Cant select 'Implementors'","2002-09-10 11:08:23"
25110,"JDT","Text","daniel_megert","RESOLVED","FIXED","M2 Can't turn off text hover while in debugger","2002-10-31 09:25:11"
25254,"JDT","UI","daniel_megert","RESOLVED","FIXED","XML error on .classpath affecting search result icons","2002-11-22 11:02:17"
25291,"JDT","UI","daniel_megert","RESOLVED","FIXED","Can't browse JRE_LIB jar file when working set selected","2003-01-21 04:25:06"
25707,"JDT","UI","daniel_megert","RESOLVED","FIXED","Editor closes with memory leak (editor doesn't go away in memory)","2002-11-08 09:55:15"
25887,"JDT","Text","daniel_megert","RESOLVED","FIXED","Performance: 80% of the time opening a Java editor in JavaTextHover.setEditor()","2002-11-12 07:55:28"
26321,"JDT","UI","daniel_megert","RESOLVED","FIXED","Quick fix via Ctrl+1: chooses last error if no errors left to cursor","2003-02-04 06:08:12"
26481,"JDT","UI","daniel_megert","RESOLVED","FIXED","Working Set Selection (Java only) is unuseably slow. [filters]","2002-11-20 02:40:36"
26598,"JDT","Text","daniel_megert","RESOLVED","FIXED","NPE in class TemplateProposal","2005-01-18 16:44:37"
27194,"JDT","UI","daniel_megert","RESOLVED","FIXED","StringMatcher bug - matches too much","2002-12-11 11:20:33"
27292,"JDT","UI","daniel_megert","RESOLVED","FIXED","FindActions should not call exists on selectionChanged","2002-12-13 04:58:17"
27408,"JDT","UI","daniel_megert","RESOLVED","FIXED","Preference convertor also maps to font registry","2003-02-17 09:59:37"
27643,"JDT","UI","daniel_megert","RESOLVED","FIXED","Types view inconsistant after copy of CU with inner member [browsing]","2005-01-18 16:44:37"
28183,"JDT","UI","daniel_megert","RESOLVED","FIXED","search: 36% of time is spent in sorting the search results","2003-01-17 07:59:56"
28277,"JDT","UI","daniel_megert","RESOLVED","FIXED","Double-clicking in the Types view refreshes decorators","2003-02-07 06:09:15"
28369,"JDT","UI","daniel_megert","RESOLVED","FIXED","[search] Java search results shown with squashed icons","2002-12-20 10:55:39"
28439,"JDT","UI","daniel_megert","RESOLVED","FIXED","java browsing: package view not updated sometimes [browsing]","2002-12-17 12:14:26"
28469,"JDT","UI","daniel_megert","RESOLVED","FIXED","Error ticks appear on empty default package in packages view hierarchical layout","2005-01-18 16:44:37"
29125,"JDT","Text","daniel_megert","RESOLVED","FIXED","Tooltip no more displayed on bookmark icon in the editor left margin","2003-02-27 07:59:49"
29537,"JDT","UI","daniel_megert","RESOLVED","FIXED","Check use of IResource.getLocation","2003-02-07 12:42:38"
29706,"JDT","Text","daniel_megert","RESOLVED","FIXED","IllegalArgumentException using content assist","2003-02-27 06:39:57"
29909,"JDT","Text","daniel_megert","RESOLVED","FIXED","Incorrect indentation after newline","2003-02-27 06:24:29"
30080,"JDT","Text","daniel_megert","RESOLVED","FIXED","[Preferences] NoSuchElementException dumped into .log file","2003-02-27 06:02:21"
30786,"JDT","Text","daniel_megert","RESOLVED","FIXED","java.lang.NoSuchFieldError: handle","2020-02-09 19:56:20"
30941,"JDT","Text","daniel_megert","RESOLVED","FIXED","Preferences default initialization. Can not do a syncExec","2003-02-26 12:50:12"
31091,"JDT","UI","daniel_megert","RESOLVED","FIXED","14 times - Unneccessary error dialog from Outline View","2003-02-07 03:16:21"
31323,"JDT","Text","daniel_megert","RESOLVED","FIXED","QuickAssist only wraps 2 lines","2003-02-26 12:24:18"
31524,"JDT","UI","daniel_megert","RESOLVED","FIXED","Update problem in Java browsing perspective [browsing]","2003-02-11 13:40:36"
31668,"JDT","UI","daniel_megert","RESOLVED","FIXED","Icons squished in Types view","2003-02-13 04:33:18"
31865,"JDT","UI","daniel_megert","RESOLVED","FIXED","Package Explorer: Cannot search for references in workspace","2003-02-17 05:27:08"
31921,"JDT","Text","daniel_megert","RESOLVED","FIXED","exception is thrown after i click the ""lightbulb"" icon","2003-07-16 09:35:44"
32301,"JDT","UI","daniel_megert","RESOLVED","FIXED","2 Packages with similar names have a problem displaying in the Java browsing perspective.","2003-02-27 03:40:32"
32893,"JDT","Text","daniel_megert","RESOLVED","FIXED","Workspace Compatibility Problems 2.0 -> 2.1","2003-02-27 11:54:29"
32935,"JDT","UI","daniel_megert","RESOLVED","FIXED","Java Browsing Members view does not update on visibility change","2003-02-27 03:46:58"
34260,"JDT","UI","daniel_megert","RESOLVED","FIXED","Revisit calls to refresh in JavaBrowsingContentProvider [browsing]","2003-09-09 09:01:28"
38888,"JDT","Text","daniel_megert","RESOLVED","FIXED","javadoc / declaration view: selection is unacceptably slow","2003-07-05 10:35:52"
39178,"JDT","Text","daniel_megert","RESOLVED","FIXED","[misc] Declaration view: support to open input of view in editor","2003-07-29 11:48:34"
39179,"JDT","Text","daniel_megert","RESOLVED","FIXED","[misc] Info views (Javadoc/Declaration) should retarget cut/copy/paste","2003-07-29 12:04:07"
40327,"JDT","Text","daniel_megert","RESOLVED","FIXED","[misc] JavaDoc view doesn't update for JavaDoc selection","2003-07-29 11:49:53"
40780,"JDT","Text","daniel_megert","RESOLVED","FIXED","[plan item] Improve context views","2003-07-30 09:10:44"
41849,"JDT","Text","daniel_megert","RESOLVED","FIXED","[typing] LinkedPositionManager sets illegal positions","2003-09-23 03:57:00"
42605,"JDT","Text","daniel_megert","RESOLVED","FIXED","[hovering] NPE in AnnotationHover","2003-09-22 05:41:41"
42659,"JDT","Text","daniel_megert","RESOLVED","FIXED","[formatting] NPE in java editor","2003-09-22 05:24:00"
46332,"JDT","Text","daniel_megert","RESOLVED","FIXED","[Jobs] UI no longer responsive after pressing ctrl-S","2004-01-26 13:13:05"
49015,"JDT","Text","daniel_megert","RESOLVED","FIXED","[misc] Too may Find Occurrences threads","2004-01-12 02:55:31"
49246,"JDT","UI","daniel_megert","RESOLVED","FIXED","keyboard hangs/ mouse icon shape won't change","2006-01-23 22:36:12"
49500,"JDT","UI","daniel_megert","RESOLVED","FIXED","Performance problems due to background activity","2004-01-26 12:39:07"
49599,"JDT","Text","daniel_megert","RESOLVED","FIXED","Occurrences finder should use a job","2004-01-07 12:19:23"
49673,"JDT","Text","daniel_megert","RESOLVED","FIXED","[hovering] Show Tooltip Description sometimes stops working","2004-01-26 13:26:29"
49920,"JDT","Text","daniel_megert","RESOLVED","FIXED","Temporary ""hangups"" due to 100 % CPU time consumption on fast machine","2004-01-23 08:06:31"
49975,"JDT","Text","daniel_megert","RESOLVED","FIXED","Java Editor ""hangs"" and JavaEditorTextHoverDescriptor","2004-01-16 18:20:59"
50157,"JDT","Text","daniel_megert","RESOLVED","FIXED","[painting] NPE in AnnotationPainter.catchupWithModel","2004-01-19 04:15:09"
50165,"JDT","Text","daniel_megert","RESOLVED","FIXED","[implementation] Caret disposed, errors in log on every keystroke","2004-01-19 09:11:16"
51641,"JDT","Text","daniel_megert","RESOLVED","FIXED","[navigation] Quick Outline: Expand inherited members if initial type has no children","2004-02-25 07:11:24"
52918,"JDT","UI","daniel_megert","RESOLVED","FIXED","[Types view] Changed modifier -> type icon not updated","2004-02-25 09:34:32"
53202,"JDT","UI","daniel_megert","RESOLVED","FIXED","Exception in log after deleting projects","2004-03-09 11:28:39"
54922,"JDT","Text","daniel_megert","RESOLVED","FIXED","[implementation] Java editor disposes default StyledText caret's image","2004-04-13 13:00:02"
61095,"JDT","Text","daniel_megert","RESOLVED","FIXED","[rulers] Clicking folding chevron switches to super method","2004-05-14 09:36:45"
62591,"JDT","Text","daniel_megert","RESOLVED","FIXED","[misc] Javadoc view keeps prompting about HTML widget","2004-05-18 07:11:16"
62827,"JDT","Text","daniel_megert","RESOLVED","FIXED","[wording] Java Editor pref page: Hovers: Wording","2005-05-31 08:40:57"
105738,"JDT","Text","daniel_megert","RESOLVED","FIXED","[painting] Mark Occurrences: sporadic random highlights when editing javadoc","2007-11-28 12:30:58"
124182,"JDT","Text","daniel_megert","RESOLVED","FIXED","[navigation] Status line loses annotation text when selection changes","2006-04-10 10:13:25"
132125,"JDT","Text","daniel_megert","RESOLVED","FIXED","[implementation] Long hangs on open editor","2006-03-17 08:38:52"
153912,"JDT","UI","daniel_megert","RESOLVED","FIXED","[common navigator] Java model hiding parent folders in sync view","2010-03-31 12:01:40"
181040,"JDT","UI","daniel_megert","RESOLVED","FIXED","[actions] Consider removing ""Create New Java Project"" as default from toolbar","2009-08-06 06:55:25"
211841,"JDT","Text","daniel_megert","RESOLVED","FIXED","[templates] Template name contains invalid characters","2008-04-25 10:02:29"
223551,"JDT","Text","daniel_megert","RESOLVED","FIXED","[preferences] Adopt content assist colors from Platform UI","2008-04-02 10:50:00"
246003,"JDT","Text","daniel_megert","RESOLVED","FIXED","[clean up] Save action error dialog should link to project-specific preferences","2009-04-24 09:32:07"
251197,"JDT","Text","daniel_megert","RESOLVED","FIXED","[breadcrumb] Dropdown for children of project should look like Package Explorer","2008-11-14 09:53:08"
257966,"JDT","Text","daniel_megert","RESOLVED","FIXED","[implementation] NLSKeyHyperlink leaks type binding via AccessorClassReference","2009-01-05 05:34:06"
262605,"JDT","Text","daniel_megert","RESOLVED","FIXED","[content assist] ANONYMOUS_CLASS_DECLARATION proposal should support TYPE_REF as required proposals","2009-02-20 10:16:20"
263037,"JDT","Text","daniel_megert","RESOLVED","FIXED","[content assist] Filtering broken for constructor proposals if there are chars after the caret","2009-02-20 10:19:46"
266931,"JDT","Text","daniel_megert","RESOLVED","FIXED","[surround with] quick menu shows too many entries for word in Javadoc","2009-03-23 11:17:30"
342391,"JDT","UI","daniel_megert","RESOLVED","FIXED","New Java Project wizard and 'Java Compiler' property page misleading when 1.7 EE is used","2011-04-15 10:09:54"
3251,"JDT","Core","david_audel","RESOLVED","FIXED","Types not included in code assist list for import (1GD06W9)","2002-01-11 09:22:17"
3293,"JDT","Core","david_audel","RESOLVED","FIXED","search does not work in inner class (1GEUQHJ)","2002-01-11 09:22:24"
3296,"JDT","Core","david_audel","RESOLVED","FIXED","CodeAssist - should filter out duplicates if any (1GEWDL7)","2002-01-11 09:04:27"
3325,"JDT","Core","david_audel","RESOLVED","FIXED","Too much codeassist match on interface (1GH0GV1)","2002-01-11 09:04:25"
3424,"JDT","Core","david_audel","RESOLVED","FIXED","DCR: code assist support for variable name suggestions (1GKM6OQ)","2002-01-11 09:04:19"
3449,"JDT","Core","david_audel","RESOLVED","FIXED","CodeAssist - two type with same name must be qualified (1GLDN3Z)","2002-01-11 09:08:49"
5414,"JDT","Core","david_audel","RESOLVED","FIXED","ArrayIndexOutOfBoundsException in Signature","2002-01-11 09:22:50"
5425,"JDT","Core","david_audel","RESOLVED","FIXED","Exception on CodeAssist","2002-01-11 09:13:25"
5514,"JDT","Core","david_audel","RESOLVED","FIXED","Select a declaration does not work in unsaved working copies","2002-01-11 09:22:37"
5618,"JDT","Core","david_audel","RESOLVED","FIXED","Uncaught CompletionNodeFound exception doing code assist","2002-01-11 09:22:27"
6785,"JDT","Core","david_audel","RESOLVED","FIXED","NPE in IType.resolve","2002-01-11 08:56:50"
8696,"JDT","Core","david_audel","RESOLVED","FIXED","Code assist doesn't work in initializer of anonymous inner class","2002-02-11 06:47:45"
8878,"JDT","Core","david_audel","RESOLVED","FIXED","Code assist provides arbitrary, invalid choice after a space","2002-02-07 09:51:21"
9593,"JDT","Core","david_audel","RESOLVED","FIXED","SelectionEngine give more results than expected","2002-02-28 06:13:31"
10318,"JDT","Core","david_audel","RESOLVED","FIXED","Feature Request: new Code Assist API required","2002-03-25 06:46:30"
10899,"JDT","Core","david_audel","RESOLVED","FIXED","Can't open on selection for member type in binary class","2002-03-25 05:30:50"
11355,"JDT","Core","david_audel","RESOLVED","FIXED","OpenOnSelection unable to perform in single-type import","2002-03-20 07:48:48"
12543,"JDT","Core","david_audel","RESOLVED","FIXED","Code assist to insert method does not work when there are extra top-level statements","2002-05-02 11:17:31"
12873,"JDT","Core","david_audel","RESOLVED","FIXED","CodeAssist : missing  proposal of method declaration","2002-04-16 07:48:33"
14051,"JDT","Core","david_audel","RESOLVED","FIXED","The implementation for IType.resolveType(String) is not implemented as noted in the JavaDoc specs","2002-05-14 07:32:41"
14467,"JDT","Core","david_audel","RESOLVED","FIXED","Outliner doesn't highlight method","2002-05-21 13:01:29"
15142,"JDT","Core","david_audel","RESOLVED","FIXED","CCE in SourceConstructorDeclaration","2002-05-14 06:05:44"
15977,"JDT","Core","david_audel","RESOLVED","FIXED","NPE in Code Assist","2002-05-16 15:00:28"
9503,"JDT","Text","deepakazad","RESOLVED","FIXED","Brace and parenthesis matching is one-off","2012-04-08 07:01:26"
252040,"JDT","UI","deepakazad","RESOLVED","FIXED","[quick assist] 'Convert Switch to If' changes semantics (should extract key into local variable)","2011-11-03 20:02:04"
287136,"JDT","UI","deepakazad","RESOLVED","FIXED","[quick fix][api] Make ASTRewriteCorrectionProposal and parents public API","2012-03-12 22:46:22"
294970,"JDT","UI","deepakazad","RESOLVED","FIXED","In strings use the name/label when there is just one element/thing","2010-02-11 09:53:19"
298951,"JDT","UI","deepakazad","RESOLVED","FIXED","OpenTypePerfTest#testWarmException() perf tests results are not reliable","2010-05-31 07:23:24"
324267,"JDT","Debug","deepakazad","RESOLVED","FIXED","Open from Clipboard action finds extra matches","2010-09-06 21:54:49"
330353,"JDT","Text","deepakazad","RESOLVED","FIXED","The performance test JavaMoveLineTest#test() and subsequent tests fails on Linux machine.","2011-03-07 06:05:44"
336514,"JDT","Text","deepakazad","RESOLVED","FIXED","The performance test JavaReplaceAllTest fails on Linux machine","2011-03-07 06:05:07"
337658,"JDT","Debug","deepakazad","RESOLVED","FIXED","java.lang.reflect.InvocationTargetException thrown when invoking Open from Clipboard","2011-04-12 04:49:43"
338675,"JDT","UI","deepakazad","RESOLVED","FIXED","[quick assist] 'Put expression in parentheses'  is offered unnecessarily","2011-04-11 04:25:24"
361535,"JDT","Text","deepakazad","RESOLVED","FIXED","[nls tooling] Messages.java is not found from messages.properties in all cases.","2012-02-08 03:27:28"
372516,"JDT","Text","deepakazad","RESOLVED","FIXED","[syntax highlighting] bracket highlighting should also work if caret is after the last bracket","2012-04-27 04:21:20"
373501,"JDT","Text","deepakazad","RESOLVED","FIXED","Huge Performance regression in NonInitialTypingTest#testTypeAMethod()","2012-04-17 10:08:57"
2795,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Feature Request: Import pop up entry (1GJL66T)","2006-06-19 09:31:57"
3733,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","'close project' not available in the package view (1GEHFLT)","2002-05-07 10:22:49"
3821,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Refactoring - variable extraction can lead to incorrect code (1GEWDNW)","2002-01-21 08:11:21"
3921,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Improve wording of extract method error message (1GF5Y0G)","2002-03-11 10:36:40"
4060,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Duplicate mnemonic: W in packages view (1GHBRAQ)","2002-04-18 08:35:12"
5404,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Extract method with 'continue' statement not possible","2001-11-09 04:04:01"
5690,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","refactoring: incorrect ExtractMethod on conditional return in loop","2001-11-09 08:47:39"
6185,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Java icons in Debug View","2002-01-21 07:58:19"
6704,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","""MyCorporation"" copyright in jdt.ui","2002-01-16 09:17:54"
7023,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Refactoring too many builds when auto build is on","2002-01-16 06:52:20"
7127,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","'refactor' menu missing from the type hierarchy perspective","2002-01-16 08:22:47"
7229,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","surround try/catch block throws NPE","2002-01-15 13:30:59"
7330,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Make more actions available on text selection","2002-05-10 05:14:00"
7383,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Leverage new Action enablement/visibility support","2002-02-10 18:15:23"
7423,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Leverage new IWorkbench.openPage API","2002-01-18 08:36:24"
7992,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","extract method: NPE (file with compile errors)","2002-03-11 10:37:28"
8072,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","try catch error message","2002-05-06 10:56:02"
9378,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","extract method: NPE","2002-02-14 12:13:33"
10022,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Incorrect ""Build"" popup action enablement","2002-04-18 08:46:58"
10814,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","migrate to new showPerspective API","2002-04-09 09:08:32"
11273,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","refactoring error page - can grow very large","2002-05-03 10:21:44"
12097,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","code generation and RuntimeExceptions/Errors","2002-04-18 06:26:55"
12332,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Surround with try-catch fails if just one line is selected","2002-04-26 13:29:39"
12516,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Surround with try/catch adds run-time exceptions","2002-04-18 04:10:43"
12585,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Packages view should not provide file and resource transfer if Java element below CU is selected","2002-04-18 04:11:37"
12587,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Extract method provide option to not add run-time exceptions","2002-04-18 06:50:47"
13499,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Surround with try/catch does not use the formatting configuration","2002-04-26 13:34:15"
13596,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","OpenSuperImplementation action always disabled in Navigate menu","2002-04-15 08:56:18"
13981,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Show In Packages view not precise","2002-05-10 07:01:46"
14112,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Show in Navigator doesn't work for non-java resources","2002-04-19 06:35:26"
15157,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","New-> menu disappears when folder is selected","2002-05-07 06:56:48"
15308,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Persist the size of the refactoring wizard","2002-05-07 11:59:09"
15473,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","F3 opening more than one class","2002-05-10 07:23:28"
16298,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Missing package.html in org.eclipse.jdt.ui.actions","2002-05-28 09:51:55"
16414,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Change the order of Focus on... and Focus on Selection","2015-03-09 04:12:57"
20047,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","NPE in ShowInPackageViewAction","2002-06-18 05:40:41"
20595,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Preference listeners should use equals, not ==","2002-06-19 05:49:50"
24914,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","inline method - breaks code when inlining into overridden methods [refactoring]","2003-02-13 14:00:12"
25274,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","[Working Sets] Work Space includes unselected children packages","2003-02-20 12:58:23"
